PROCESS_COUNT,ROW_COUNT,COL_COUNT,TIME_MS
5,38380,38380,0.793345
6,38380,38380,0.830405
2,38609,38609,1.434690
3,38609,38609,1.088200
4,38609,38609,0.951310
5,38609,38609,0.852485
6,38609,38609,0.840290
2,38838,38838,1.502039
3,38838,38838,1.071328
4,38838,38838,0.891723
5,38838,38838,0.800360
6,38838,38838,0.783366
2,39067,39067,1.483956
3,39067,39067,1.097178
4,39067,39067,0.910891
5,39067,39067,0.864868
6,39067,39067,0.885968
2,39296,39296,1.483379
3,39296,39296,1.217141
4,39296,39296,1.421194
5,39296,39296,1.317589
6,39296,39296,1.252111
2,39525,39525,1.495165
3,39525,39525,1.118042
4,39525,39525,0.927552
5,39525,39525,0.958380
6,39525,39525,0.952452
2,39754,39754,1.504846
3,39754,39754,1.204947
4,39754,39754,1.277701
5,39754,39754,1.144191
6,39754,39754,1.309616
2,39983,39983,2.016415
3,39983,39983,1.135782
4,39983,39983,0.973465
5,39983,39983,1.132487
6,39983,39983,0.993150
2,40213,40213,1.637286
3,40213,40213,1.287577
4,40213,40213,1.500763
5,40213,40213,1.345210
6,40213,40213,1.059245
2,40443,40443,1.986631
3,40443,40443,1.189188
4,40443,40443,1.189697
5,40443,40443,1.332225
6,40443,40443,1.358886
2,40673,40673,2.215223
3,40673,40673,1.833345
4,40673,40673,1.699405
5,40673,40673,1.133536
6,40673,40673,1.275264
2,40903,40903,2.007920
3,40903,40903,1.311717
4,40903,40903,1.381531
5,40903,40903,1.544671
6,40903,40903,1.456295
2,41133,41133,1.998605
3,41133,41133,1.625926
4,41133,41133,1.469424
5,41133,41133,1.444436
6,41133,41133,1.339274
2,41363,41363,1.693824
3,41363,41363,1.398926
4,41363,41363,1.695612
5,41363,41363,1.676587
6,41363,41363,1.587190
2,41593,41593,1.814428
3,41593,41593,1.350153
4,41593,41593,1.351699
5,41593,41593,1.549445
6,41593,41593,1.387785
2,41823,41823,2.165695
3,41823,41823,1.525248
4,41823,41823,1.514364
5,41823,41823,1.497723
6,41823,41823,1.389202
2,42054,42054,2.039905
3,42054,42054,1.786281
4,42054,42054,1.754790
5,42054,42054,1.673119
6,42054,42054,1.574228
2,42285,42285,2.342538
3,42285,42285,1.755880
4,42285,42285,1.506657
5,42285,42285,1.524171
6,42285,42285,1.447671
2,42516,42516,2.354899
3,42516,42516,1.681355
4,42516,42516,1.650389
5,42516,42516,1.533323
6,42516,42516,1.440701
2,42747,42747,2.289870
3,42747,42747,1.694876
4,42747,42747,1.705350
5,42747,42747,1.662482
6,42747,42747,1.647638
2,42978,42978,2.402239
3,42978,42978,1.819474
4,42978,42978,1.617749
5,42978,42978,1.648013
6,42978,42978,1.523361
2,43209,43209,2.248313
3,43209,43209,2.014495
4,43209,43209,1.809541
5,43209,43209,1.568053
6,43209,43209,1.505368
2,43440,43440,2.291939
3,43440,43440,1.886581
4,43440,43440,1.809209
5,43440,43440,1.769534
6,43440,43440,1.663525
2,43671,43671,2.521271
3,43671,43671,1.842343
4,43671,43671,1.699202
5,43671,43671,1.574531
6,43671,43671,1.602255
2,43903,43903,2.468971
3,43903,43903,2.022969
4,43903,43903,1.851083
5,43903,43903,1.582016
6,43903,43903,1.476426
2,44135,44135,2.458438
3,44135,44135,1.883969
4,44135,44135,1.856214
5,44135,44135,1.773554
6,44135,44135,1.651801
2,44367,44367,2.401811
3,44367,44367,1.876999
4,44367,44367,1.757598
5,44367,44367,1.610777
6,44367,44367,1.683569
2,44599,44599,2.543146
3,44599,44599,2.066101
4,44599,44599,1.704003
5,44599,44599,1.626509
6,44599,44599,1.637714
2,44831,44831,2.524087
3,44831,44831,2.117929
4,44831,44831,1.908641
5,44831,44831,1.804252
6,44831,44831,1.541178
2,45063,45063,2.407998
3,45063,45063,2.038053
4,45063,45063,1.836848
5,45063,45063,1.844423
6,45063,45063,1.836380
2,45295,45295,2.612639
3,45295,45295,1.975767
4,45295,45295,1.848914
5,45295,45295,1.616205
6,45295,45295,1.665529
2,45527,45527,2.735851
3,45527,45527,2.129297
4,45527,45527,1.942347
5,45527,45527,1.607787
6,45527,45527,1.825971
2,45759,45759,2.474365
3,45759,45759,2.150263
4,45759,45759,1.961043
5,45759,45759,1.805633
6,45759,45759,2.068848
2,45992,45992,2.614257
3,45992,45992,2.190204
4,45992,45992,1.766930
5,45992,45992,1.729700
6,45992,45992,1.803439
2,46225,46225,2.674169
3,46225,46225,2.205285
4,46225,46225,1.787465
5,46225,46225,1.877875
6,46225,46225,1.596896
2,46458,46458,2.714024
3,46458,46458,2.168674
4,46458,46458,1.973938
5,46458,46458,1.685053
6,46458,46458,1.799302
2,46691,46691,2.574491
3,46691,46691,2.225877
4,46691,46691,2.015312
5,46691,46691,1.832046
6,46691,46691,1.798248
2,46924,46924,2.559321
3,46924,46924,2.582514
4,46924,46924,1.901174
5,46924,46924,1.836946
6,46924,46924,1.822323
2,47157,47157,2.792704
3,47157,47157,2.111435
4,47157,47157,1.825662
5,47157,47157,1.769370
6,47157,47157,1.738686
2,47390,47390,2.775645
3,47390,47390,2.262426
4,47390,47390,2.075130
5,47390,47390,1.760962
6,47390,47390,1.686836
2,47623,47623,2.707430
3,47623,47623,2.181656
4,47623,47623,2.063672
5,47623,47623,1.918029
6,47623,47623,1.649670
2,47856,47856,2.654908
3,47856,47856,2.180658
4,47856,47856,1.905547
5,47856,47856,1.936101
6,47856,47856,1.870430
2,48089,48089,2.869809
3,48089,48089,2.126010
4,48089,48089,1.847405
5,48089,48089,1.989440
6,48089,48089,1.720588
2,48323,48323,2.865181
3,48323,48323,2.340478
4,48323,48323,1.906885
5,48323,48323,1.789910
6,48323,48323,1.803998
2,48557,48557,2.749698
3,48557,48557,2.361548
4,48557,48557,2.081065
5,48557,48557,1.775201
6,48557,48557,1.718573
2,48791,48791,2.831273
3,48791,48791,2.245266
4,48791,48791,2.095115
5,48791,48791,1.953200
6,48791,48791,1.988097
2,49025,49025,2.756223
3,49025,49025,2.217654
4,49025,49025,1.993287
5,49025,49025,1.885986
6,49025,49025,1.856656
2,49259,49259,2.901674
3,49259,49259,2.173355
4,49259,49259,2.102915
5,49259,49259,1.833211
6,49259,49259,1.832328
2,49493,49493,2.966013
3,49493,49493,2.320349
4,49493,49493,2.015207
5,49493,49493,1.815817
6,49493,49493,1.825664
2,49727,49727,2.798370
3,49727,49727,2.316908
4,49727,49727,2.166999
5,49727,49727,2.021938
6,49727,49727,1.780851
2,49961,49961,2.919575
3,49961,49961,2.316713
4,49961,49961,2.037552
5,49961,49961,2.061837
6,49961,49961,1.917491
2,50,50,0.000052
3,50,50,0.000054
4,50,50,0.000078
5,50,50,0.000142
6,50,50,0.000224
2,134,134,0.000057
3,134,134,0.000075
4,134,134,0.000145
5,134,134,0.000177
6,134,134,0.000091
2,240,240,0.000092
3,240,240,0.000096
4,240,240,0.000126
5,240,240,0.000118
6,240,240,0.000141
2,359,359,0.000267
3,359,359,0.000187
4,359,359,0.000188
5,359,359,0.000181
6,359,359,0.000193
2,486,486,0.000308
3,486,486,0.000279
4,486,486,0.000298
5,486,486,0.000287
6,486,486,0.000292
2,620,620,0.000450
3,620,620,0.000518
4,620,620,0.000352
5,620,620,0.000410
6,620,620,0.000304
2,759,759,0.000732
3,759,759,0.000481
4,759,759,0.000450
5,759,759,0.000480
6,759,759,0.000560
2,903,903,0.000868
3,903,903,0.000983
4,903,903,0.000656
5,903,903,0.000576
6,903,903,0.000586
2,1050,1050,0.001223
3,1050,1050,0.000963
4,1050,1050,0.000873
5,1050,1050,0.000893
6,1050,1050,0.000916
2,1201,1201,0.001816
3,1201,1201,0.001243
4,1201,1201,0.001100
5,1201,1201,0.001331
6,1201,1201,0.001202
2,1354,1354,0.003344
3,1354,1354,0.001544
4,1354,1354,0.001366
5,1354,1354,0.001704
6,1354,1354,0.001179
2,1510,1510,0.002557
3,1510,1510,0.002104
4,1510,1510,0.001796
5,1510,1510,0.001565
6,1510,1510,0.001701
2,1668,1668,0.002909
3,1668,1668,0.003032
4,1668,1668,0.002045
5,1668,1668,0.002294
6,1668,1668,0.001723
2,1829,1829,0.004631
3,1829,1829,0.002840
4,1829,1829,0.002502
5,1829,1829,0.002561
6,1829,1829,0.002038
2,1992,1992,0.004686
3,1992,1992,0.004203
4,1992,1992,0.002902
5,1992,1992,0.003307
6,1992,1992,0.002641
2,2156,2156,0.005179
3,2156,2156,0.004052
4,2156,2156,0.003649
5,2156,2156,0.004252
6,2156,2156,0.003661
2,2322,2322,0.005648
3,2322,2322,0.004732
4,2322,2322,0.004959
5,2322,2322,0.005411
6,2322,2322,0.005037
2,2490,2490,0.006646
3,2490,2490,0.005544
4,2490,2490,0.004281
5,2490,2490,0.005630
6,2490,2490,0.005277
2,2659,2659,0.008009
3,2659,2659,0.006027
4,2659,2659,0.006194
5,2659,2659,0.005753
6,2659,2659,0.006102
2,2830,2830,0.009210
3,2830,2830,0.006596
4,2830,2830,0.005684
5,2830,2830,0.005042
6,2830,2830,0.006610
2,3002,3002,0.011759
3,3002,3002,0.011490
4,3002,3002,0.007556
5,3002,3002,0.007773
6,3002,3002,0.007724
2,3175,3175,0.012124
3,3175,3175,0.007824
4,3175,3175,0.007476
5,3175,3175,0.008471
6,3175,3175,0.007130
2,3350,3350,0.011635
3,3350,3350,0.008645
4,3350,3350,0.008182
5,3350,3350,0.009577
6,3350,3350,0.009004
2,3526,3526,0.013239
3,3526,3526,0.010500
4,3526,3526,0.007540
5,3526,3526,0.008821
6,3526,3526,0.009829
2,3703,3703,0.014433
3,3703,3703,0.015296
4,3703,3703,0.012623
5,3703,3703,0.012406
6,3703,3703,0.011584
2,3881,3881,0.016969
3,3881,3881,0.014631
4,3881,3881,0.010038
5,3881,3881,0.011991
6,3881,3881,0.012401
2,4060,4060,0.020001
3,4060,4060,0.012302
4,4060,4060,0.013450
5,4060,4060,0.012359
6,4060,4060,0.013715
2,4240,4240,0.019392
3,4240,4240,0.016289
4,4240,4240,0.017960
5,4240,4240,0.014103
6,4240,4240,0.011965
2,4421,4421,0.019416
3,4421,4421,0.016250
4,4421,4421,0.017075
5,4421,4421,0.015509
6,4421,4421,0.013856
2,4603,4603,0.023400
3,4603,4603,0.015971
4,4603,4603,0.017494
5,4603,4603,0.020637
6,4603,4603,0.014177
2,4786,4786,0.027735
3,4786,4786,0.016980
4,4786,4786,0.018542
5,4786,4786,0.014939
6,4786,4786,0.018963
2,4969,4969,0.027326
3,4969,4969,0.023628
4,4969,4969,0.019822
5,4969,4969,0.017550
6,4969,4969,0.020438
2,5153,5153,0.034362
3,5153,5153,0.020012
4,5153,5153,0.024370
5,5153,5153,0.020529
6,5153,5153,0.021298
2,5338,5338,0.033253
3,5338,5338,0.031443
4,5338,5338,0.023702
5,5338,5338,0.019315
6,5338,5338,0.015523
2,5524,5524,0.030350
3,5524,5524,0.027402
4,5524,5524,0.030004
5,5524,5524,0.021882
6,5524,5524,0.022244
2,5711,5711,0.033970
3,5711,5711,0.026886
4,5711,5711,0.024634
5,5711,5711,0.026619
6,5711,5711,0.022434
2,5898,5898,0.036392
3,5898,5898,0.028825
4,5898,5898,0.026188
5,5898,5898,0.023505
6,5898,5898,0.030051
2,6086,6086,0.039252
3,6086,6086,0.033822
4,6086,6086,0.025421
5,6086,6086,0.020710
6,6086,6086,0.021951
2,6275,6275,0.050139
3,6275,6275,0.028485
4,6275,6275,0.028961
5,6275,6275,0.027631
6,6275,6275,0.027083
2,6464,6464,0.054200
3,6464,6464,0.038486
4,6464,6464,0.030084
5,6464,6464,0.031131
6,6464,6464,0.025343
2,6654,6654,0.046888
3,6654,6654,0.045879
4,6654,6654,0.031691
5,6654,6654,0.025352
6,6654,6654,0.030849
2,6845,6845,0.043617
3,6845,6845,0.060685
4,6845,6845,0.029174
5,6845,6845,0.033249
6,6845,6845,0.031116
2,7036,7036,0.046441
3,7036,7036,0.056414
4,7036,7036,0.034909
5,7036,7036,0.031304
6,7036,7036,0.031746
2,7228,7228,0.056974
3,7228,7228,0.045023
4,7228,7228,0.036372
5,7228,7228,0.034507
6,7228,7228,0.028899
2,7420,7420,0.053087
3,7420,7420,0.053649
4,7420,7420,0.038270
5,7420,7420,0.037444
6,7420,7420,0.033166
2,7613,7613,0.061586
3,7613,7613,0.062418
4,7613,7613,0.038255
5,7613,7613,0.042262
6,7613,7613,0.036430
2,7807,7807,0.068419
3,7807,7807,0.066803
4,7807,7807,0.040457
5,7807,7807,0.043305
6,7807,7807,0.034112
2,8001,8001,0.062384
3,8001,8001,0.065648
4,8001,8001,0.046413
5,8001,8001,0.039644
6,8001,8001,0.042426
2,8196,8196,0.070135
3,8196,8196,0.067377
4,8196,8196,0.046011
5,8196,8196,0.046397
6,8196,8196,0.042930
2,8391,8391,0.066887
3,8391,8391,0.073465
4,8391,8391,0.054176
5,8391,8391,0.044540
6,8391,8391,0.045244
2,8587,8587,0.076845
3,8587,8587,0.075539
4,8587,8587,0.053511
5,8587,8587,0.040630
6,8587,8587,0.043523
2,8783,8783,0.083458
3,8783,8783,0.074805
4,8783,8783,0.049123
5,8783,8783,0.048140
6,8783,8783,0.041160
2,8980,8980,0.081331
3,8980,8980,0.086511
4,8980,8980,0.049730
5,8980,8980,0.045852
6,8980,8980,0.046114
2,9177,9177,0.081007
3,9177,9177,0.082250
4,9177,9177,0.048384
5,9177,9177,0.049873
6,9177,9177,0.045938
2,9375,9375,0.080227
3,9375,9375,0.089549
4,9375,9375,0.055267
5,9375,9375,0.049200
6,9375,9375,0.047351
2,9573,9573,0.106471
3,9573,9573,0.077348
4,9573,9573,0.066086
5,9573,9573,0.052918
6,9573,9573,0.048729
2,9772,9772,0.110334
3,9772,9772,0.079584
4,9772,9772,0.057097
5,9772,9772,0.059044
6,9772,9772,0.051925
2,9971,9971,0.129937
3,9971,9971,0.076149
4,9971,9971,0.070833
5,9971,9971,0.058204
6,9971,9971,0.057040
2,10170,10170,0.135803
3,10170,10170,0.076283
4,10170,10170,0.067167
5,10170,10170,0.061050
6,10170,10170,0.058554
2,10370,10370,0.135599
3,10370,10370,0.087360
4,10370,10370,0.062979
5,10370,10370,0.057654
6,10370,10370,0.061999
2,10570,10570,0.133173
3,10570,10570,0.091612
4,10570,10570,0.076055
5,10570,10570,0.090468
6,10570,10570,0.063173
2,10771,10771,0.114935
3,10771,10771,0.087958
4,10771,10771,0.109425
5,10771,10771,0.070780
6,10771,10771,0.064779
2,10972,10972,0.112234
3,10972,10972,0.126164
4,10972,10972,0.077977
5,10972,10972,0.070570
6,10972,10972,0.081282
2,11174,11174,0.162793
3,11174,11174,0.086979
4,11174,11174,0.079878
5,11174,11174,0.066946
6,11174,11174,0.064825
2,11376,11376,0.122135
3,11376,11376,0.103318
4,11376,11376,0.083551
5,11376,11376,0.109042
6,11376,11376,0.074136
2,11578,11578,0.133149
3,11578,11578,0.109030
4,11578,11578,0.116880
5,11578,11578,0.080075
6,11578,11578,0.073035
2,11781,11781,0.130643
3,11781,11781,0.145935
4,11781,11781,0.092551
5,11781,11781,0.082012
6,11781,11781,0.072971
2,11984,11984,0.178020
3,11984,11984,0.106132
4,11984,11984,0.093619
5,11984,11984,0.075255
6,11984,11984,0.114601
2,12187,12187,0.145135
3,12187,12187,0.107956
4,12187,12187,0.091512
5,12187,12187,0.129159
6,12187,12187,0.088337
2,12391,12391,0.149996
3,12391,12391,0.110090
4,12391,12391,0.140220
5,12391,12391,0.096220
6,12391,12391,0.078937
2,12595,12595,0.158465
3,12595,12595,0.118021
4,12595,12595,0.107281
5,12595,12595,0.092940
6,12595,12595,0.139535
2,12800,12800,0.171471
3,12800,12800,0.111639
4,12800,12800,0.161505
5,12800,12800,0.099404
6,12800,12800,0.103304
2,13005,13005,0.181725
3,13005,13005,0.172992
4,13005,13005,0.102399
5,13005,13005,0.110942
6,13005,13005,0.134120
2,13210,13210,0.170704
3,13210,13210,0.129876
4,13210,13210,0.122260
5,13210,13210,0.138606
6,13210,13210,0.091222
2,13416,13416,0.168387
3,13416,13416,0.173745
4,13416,13416,0.111390
5,13416,13416,0.099272
6,13416,13416,0.092062
2,13622,13622,0.228400
3,13622,13622,0.144465
4,13622,13622,0.113779
5,13622,13622,0.104004
6,13622,13622,0.149993
2,13828,13828,0.190675
3,13828,13828,0.143343
4,13828,13828,0.114796
5,13828,13828,0.164609
6,13828,13828,0.099094
2,14035,14035,0.197732
3,14035,14035,0.192231
4,14035,14035,0.123917
5,14035,14035,0.111911
6,14035,14035,0.163236
2,14242,14242,0.215733
3,14242,14242,0.149901
4,14242,14242,0.120709
5,14242,14242,0.121666
6,14242,14242,0.104856
2,14449,14449,0.210094
3,14449,14449,0.219755
4,14449,14449,0.141512
5,14449,14449,0.125958
6,14449,14449,0.176867
2,14656,14656,0.211217
3,14656,14656,0.149902
4,14656,14656,0.142163
5,14656,14656,0.125291
6,14656,14656,0.120986
2,14864,14864,0.220914
3,14864,14864,0.164133
4,14864,14864,0.194989
5,14864,14864,0.133471
6,14864,14864,0.129277
2,15072,15072,0.272031
3,15072,15072,0.168897
4,15072,15072,0.143827
5,15072,15072,0.132055
6,15072,15072,0.125710
2,15280,15280,0.224297
3,15280,15280,0.199990
4,15280,15280,0.154924
5,15280,15280,0.133046
6,15280,15280,0.130221
2,15489,15489,0.239125
3,15489,15489,0.162528
4,15489,15489,0.219580
5,15489,15489,0.134615
6,15489,15489,0.120173
2,15698,15698,0.226923
3,15698,15698,0.186271
4,15698,15698,0.151350
5,15698,15698,0.127624
6,15698,15698,0.127691
2,15907,15907,0.234113
3,15907,15907,0.247286
4,15907,15907,0.153035
5,15907,15907,0.130785
6,15907,15907,0.153710
2,16117,16117,0.250527
3,16117,16117,0.188685
4,16117,16117,0.239261
5,16117,16117,0.160048
6,16117,16117,0.136822
2,16327,16327,0.331205
3,16327,16327,0.208242
4,16327,16327,0.162692
5,16327,16327,0.235472
6,16327,16327,0.140820
2,16537,16537,0.260031
3,16537,16537,0.276484
4,16537,16537,0.174662
5,16537,16537,0.163616
6,16537,16537,0.226471
2,16747,16747,0.289201
3,16747,16747,0.224796
4,16747,16747,0.246459
5,16747,16747,0.154745
6,16747,16747,0.148422
2,16958,16958,0.358313
3,16958,16958,0.229125
4,16958,16958,0.174680
5,16958,16958,0.234008
6,16958,16958,0.154256
2,17169,17169,0.282208
3,17169,17169,0.298175
4,17169,17169,0.181476
5,17169,17169,0.157557
6,17169,17169,0.232156
2,17380,17380,0.287318
3,17380,17380,0.213554
4,17380,17380,0.272913
5,17380,17380,0.175501
6,17380,17380,0.155657
2,17592,17592,0.370472
3,17592,17592,0.215208
4,17592,17592,0.189756
5,17592,17592,0.254689
6,17592,17592,0.165015
2,17804,17804,0.310188
3,17804,17804,0.310561
4,17804,17804,0.213244
5,17804,17804,0.292373
6,17804,17804,0.162286
2,18016,18016,0.313094
3,18016,18016,0.330957
4,18016,18016,0.219499
5,18016,18016,0.295078
6,18016,18016,0.179184
2,18228,18228,0.329988
3,18228,18228,0.347486
4,18228,18228,0.205246
5,18228,18228,0.184232
6,18228,18228,0.274451
2,18441,18441,0.326688
3,18441,18441,0.235469
4,18441,18441,0.304897
5,18441,18441,0.185240
6,18441,18441,0.276696
2,18654,18654,0.328191
3,18654,18654,0.247946
4,18654,18654,0.293681
5,18654,18654,0.196314
6,18654,18654,0.309371
2,18867,18867,0.346233
3,18867,18867,0.258939
4,18867,18867,0.312816
5,18867,18867,0.219882
6,18867,18867,0.194152
2,19080,19080,0.449868
3,19080,19080,0.263182
4,19080,19080,0.329264
5,19080,19080,0.205844
6,19080,19080,0.186792
2,19294,19294,0.456121
3,19294,19294,0.281025
4,19294,19294,0.332580
5,19294,19294,0.210977
6,19294,19294,0.300978
2,19508,19508,0.372253
3,19508,19508,0.394864
4,19508,19508,0.254225
5,19508,19508,0.356666
6,19508,19508,0.193068
2,19722,19722,0.486656
3,19722,19722,0.272371
4,19722,19722,0.241716
5,19722,19722,0.206759
6,19722,19722,0.325381
2,19936,19936,0.388087
3,19936,19936,0.291886
4,19936,19936,0.260352
5,19936,19936,0.338621
6,19936,19936,0.218461
2,20150,20150,0.518567
3,20150,20150,0.288217
4,20150,20150,0.241175
5,20150,20150,0.225076
6,20150,20150,0.329958
2,20365,20365,0.401317
3,20365,20365,0.286986
4,20365,20365,0.246287
5,20365,20365,0.369370
6,20365,20365,0.217443
2,20580,20580,0.430525
3,20580,20580,0.313229
4,20580,20580,0.258942
5,20580,20580,0.247031
6,20580,20580,0.218527
2,20795,20795,0.411982
3,20795,20795,0.333308
4,20795,20795,0.269581
5,20795,20795,0.254679
6,20795,20795,0.232689
2,21010,21010,0.424935
3,21010,21010,0.327413
4,21010,21010,0.274731
5,21010,21010,0.241568
6,21010,21010,0.342982
2,21226,21226,0.434192
3,21226,21226,0.338391
4,21226,21226,0.318446
5,21226,21226,0.243729
6,21226,21226,0.227116
2,21442,21442,0.540021
3,21442,21442,0.337758
4,21442,21442,0.294676
5,21442,21442,0.252816
6,21442,21442,0.229723
2,21658,21658,0.459781
3,21658,21658,0.344010
4,21658,21658,0.275044
5,21658,21658,0.260672
6,21658,21658,0.243233
2,21874,21874,0.456075
3,21874,21874,0.384059
4,21874,21874,0.286531
5,21874,21874,0.273907
6,21874,21874,0.240706
2,22090,22090,0.498398
3,22090,22090,0.374793
4,22090,22090,0.442231
5,22090,22090,0.278179
6,22090,22090,0.241220
2,22307,22307,0.473967
3,22307,22307,0.509639
4,22307,22307,0.302699
5,22307,22307,0.267422
6,22307,22307,0.245134
2,22524,22524,0.457123
3,22524,22524,0.354489
4,22524,22524,0.306163
5,22524,22524,0.278548
6,22524,22524,0.287199
2,22741,22741,0.494882
3,22741,22741,0.500885
4,22741,22741,0.322417
5,22741,22741,0.324095
6,22741,22741,0.260199
2,22958,22958,0.502434
3,22958,22958,0.371557
4,22958,22958,0.492320
5,22958,22958,0.289845
6,22958,22958,0.306679
2,23176,23176,0.545202
3,23176,23176,0.554941
4,23176,23176,0.345439
5,23176,23176,0.482862
6,23176,23176,0.286410
2,23394,23394,0.727125
3,23394,23394,0.407707
4,23394,23394,0.482089
5,23394,23394,0.315472
6,23394,23394,0.427302
2,23612,23612,0.527846
3,23612,23612,0.547654
4,23612,23612,0.336727
5,23612,23612,0.499541
6,23612,23612,0.287597
2,23830,23830,0.684126
3,23830,23830,0.416347
4,23830,23830,0.534191
5,23830,23830,0.313415
6,23830,23830,0.468084
2,24048,24048,0.549853
3,24048,24048,0.610175
4,24048,24048,0.362151
5,24048,24048,0.491533
6,24048,24048,0.293307
2,24267,24267,0.754005
3,24267,24267,0.417170
4,24267,24267,0.523365
5,24267,24267,0.326156
6,24267,24267,0.454839
2,24486,24486,0.579536
3,24486,24486,0.619395
4,24486,24486,0.362164
5,24486,24486,0.506506
6,24486,24486,0.297783
2,24705,24705,0.740825
3,24705,24705,0.430489
4,24705,24705,0.535776
5,24705,24705,0.350305
6,24705,24705,0.498896
2,24924,24924,0.616050
3,24924,24924,0.663109
4,24924,24924,0.389045
5,24924,24924,0.556951
6,24924,24924,0.343596
2,25143,25143,0.775710
3,25143,25143,0.453878
4,25143,25143,0.600800
5,25143,25143,0.358697
6,25143,25143,0.545528
2,25363,25363,0.617316
3,25363,25363,0.661547
4,25363,25363,0.390334
5,25363,25363,0.550924
6,25363,25363,0.327709
2,25583,25583,0.821515
3,25583,25583,0.456058
4,25583,25583,0.395055
5,25583,25583,0.554601
6,25583,25583,0.341346
2,25803,25803,0.811210
3,25803,25803,0.468098
4,25803,25803,0.632779
5,25803,25803,0.367344
6,25803,25803,0.559001
2,26023,26023,0.656688
3,26023,26023,0.679318
4,26023,26023,0.401772
5,26023,26023,0.400123
6,26023,26023,0.553566
2,26243,26243,0.694058
3,26243,26243,0.693592
4,26243,26243,0.630802
5,26243,26243,0.365421
6,26243,26243,0.561012
2,26463,26463,0.869921
3,26463,26463,0.501825
4,26463,26463,0.622701
5,26463,26463,0.386902
6,26463,26463,0.561136
2,26684,26684,0.691538
3,26684,26684,0.801505
4,26684,26684,0.686705
5,26684,26684,0.653717
6,26684,26684,0.360515
2,26905,26905,1.045295
3,26905,26905,0.548675
4,26905,26905,0.649223
5,26905,26905,0.400201
6,26905,26905,0.612354
2,27126,27126,0.728570
3,27126,27126,0.532929
4,27126,27126,0.676576
5,27126,27126,0.417198
6,27126,27126,0.596735
2,27347,27347,0.716535
3,27347,27347,0.777563
4,27347,27347,0.689516
5,27347,27347,0.415749
6,27347,27347,0.700957
2,27568,27568,0.765621
3,27568,27568,0.809347
4,27568,27568,0.767340
5,27568,27568,0.668782
6,27568,27568,0.611785
2,27790,27790,0.744941
3,27790,27790,0.796423
4,27790,27790,0.707357
5,27790,27790,0.418767
6,27790,27790,0.644019
2,28012,28012,0.748770
3,28012,28012,0.806302
4,28012,28012,0.761130
5,28012,28012,0.744155
6,28012,28012,0.704395
2,28234,28234,1.073086
3,28234,28234,0.585641
4,28234,28234,0.756640
5,28234,28234,0.719366
6,28234,28234,0.412586
2,28456,28456,1.041457
3,28456,28456,0.573858
4,28456,28456,0.713664
5,28456,28456,0.437073
6,28456,28456,0.666730
2,28678,28678,0.797095
3,28678,28678,0.840706
4,28678,28678,0.748994
5,28678,28678,0.754759
6,28678,28678,0.724746
2,28900,28900,1.104597
3,28900,28900,0.604457
4,28900,28900,0.848489
5,28900,28900,0.762369
6,28900,28900,0.433951
2,29123,29123,1.030568
3,29123,29123,0.624258
4,29123,29123,0.743640
5,29123,29123,0.691331
6,29123,29123,0.706567
2,29346,29346,1.094607
3,29346,29346,0.636497
4,29346,29346,0.843646
5,29346,29346,0.802539
6,29346,29346,0.440862
2,29569,29569,1.127001
3,29569,29569,0.649330
4,29569,29569,0.898566
5,29569,29569,0.831299
6,29569,29569,0.441559
2,29792,29792,1.146782
3,29792,29792,0.659244
4,29792,29792,0.802346
5,29792,29792,0.797325
6,29792,29792,0.456412
2,30015,30015,1.113723
3,30015,30015,0.640764
4,30015,30015,0.839358
5,30015,30015,0.843170
6,30015,30015,0.468427
2,30238,30238,1.243458
3,30238,30238,0.680598
4,30238,30238,0.901468
5,30238,30238,0.534225
6,30238,30238,0.737003
2,30462,30462,1.123204
3,30462,30462,0.664321
4,30462,30462,0.872011
5,30462,30462,0.491113
6,30462,30462,0.736476
2,30686,30686,1.242107
3,30686,30686,0.658604
4,30686,30686,0.918895
5,30686,30686,0.496201
6,30686,30686,0.838924
2,30910,30910,0.917026
3,30910,30910,0.689629
4,30910,30910,0.912622
5,30910,30910,0.514995
6,30910,30910,0.776392
2,31134,31134,0.921238
3,31134,31134,0.684356
4,31134,31134,0.867330
5,31134,31134,0.540537
6,31134,31134,0.810716
2,31358,31358,0.951418
3,31358,31358,0.707239
4,31358,31358,0.888834
5,31358,31358,0.534252
6,31358,31358,0.893976
2,31582,31582,0.964700
3,31582,31582,0.773185
4,31582,31582,0.632285
5,31582,31582,0.828045
6,31582,31582,0.516945
2,31806,31806,1.243374
3,31806,31806,0.729467
4,31806,31806,0.916531
5,31806,31806,0.555338
6,31806,31806,0.810822
2,32031,32031,0.968226
3,32031,32031,0.748845
4,32031,32031,0.962976
5,32031,32031,0.580879
6,32031,32031,0.937843
2,32256,32256,1.002638
3,32256,32256,0.752636
4,32256,32256,0.924995
5,32256,32256,0.566391
6,32256,32256,0.827190
2,32481,32481,1.011915
3,32481,32481,0.742572
4,32481,32481,0.637656
5,32481,32481,0.900169
6,32481,32481,0.516309
2,32706,32706,1.294446
3,32706,32706,0.756537
4,32706,32706,1.097208
5,32706,32706,0.586953
6,32706,32706,0.848183
2,32931,32931,1.039846
3,32931,32931,0.774476
4,32931,32931,0.673152
5,32931,32931,0.592119
6,32931,32931,0.868823
2,33156,33156,1.044460
3,33156,33156,0.762706
4,33156,33156,0.673444
